age_Ma,loess_d13C,loess_d18O,loess_long_d13C,loess_long_d18O
1.058,-0.762,4.319,-0.5462414,4.2315059
1.060,-0.617,4.189,-0.54497069,4.2302699
1.062,-0.476,4.061,-0.54378998,4.2290344
1.064,-0.343,3.959,-0.54266858,4.2278061
1.066,-0.229,3.865,-0.54157329,4.2265921
1.068,-0.145,3.754,-0.54050344,4.2253914
1.070,-0.091,3.664,-0.53945833,4.2242045
1.072,-0.064,3.615,-0.53843731,4.2230301
1.074,-0.085,3.667,-0.53743976,4.221868
1.076,-0.104,3.755,-0.53646499,4.2207174
1.078,-0.059,3.850,-0.53551227,4.2195787
1.080,-0.014,3.952,-0.53458107,4.218451
1.082,0.015,4.039,-0.5336706,4.2173333
1.084,0.009,4.119,-0.53278023,4.2162261
1.086,-0.101,4.192,-0.53190935,4.2151284
1.088,-0.252,4.243,-0.53105724,4.2140393
1.090,-0.426,4.228,-0.53022319,4.2129598
1.092,-0.589,4.213,-0.52940667,4.2118878
1.094,-0.702,4.255,-0.52860689,4.2108235
1.096,-0.786,4.317,-0.52782321,4.2097669
1.098,-0.839,4.422,-0.52705503,4.2087169
1.100,-0.834,4.503,-0.52630162,4.2076735
1.102,-0.721,4.478,-0.52556235,4.206636
1.104,-0.557,4.390,-0.52483654,4.2056036
1.106,-0.400,4.280,-0.52412349,4.2045765
1.108,-0.371,4.219,-0.5234226,4.2035537
1.110,-0.370,4.173,-0.52273321,4.2025352
1.112,-0.335,4.117,-0.52205455,4.2015204
1.114,-0.314,4.082,-0.52138609,4.2005086
1.116,-0.285,4.095,-0.52072704,4.1994996
1.118,-0.304,4.161,-0.52007681,4.1984925
1.120,-0.492,4.352,-0.51943469,4.1974878
1.122,-0.707,4.548,-0.51880008,4.1964841
1.124,-0.873,4.649,-0.51817226,4.1954813
1.126,-0.989,4.695,-0.51755059,4.194479
1.128,-0.976,4.635,-0.51693439,4.1934767
1.130,-0.890,4.554,-0.51632303,4.1924739
1.132,-0.715,4.556,-0.51571584,4.1914697
1.134,-0.541,4.551,-0.51511204,4.1904645
1.136,-0.402,4.494,-0.51451111,4.1894574
1.138,-0.460,4.386,-0.51391232,4.188448
1.140,-0.594,4.277,-0.51331502,4.1874361
1.142,-0.820,4.247,-0.51271856,4.1864204
1.144,-1.009,4.238,-0.51212221,4.1854014
1.146,-0.954,4.235,-0.51152539,4.1843781
1.148,-0.825,4.222,-0.51092738,4.1833506
1.150,-0.684,4.168,-0.51032752,4.1823173
1.152,-0.532,4.098,-0.50972521,4.1812792
1.154,-0.439,4.011,-0.50911969,4.1802344
1.156,-0.346,3.923,-0.50851029,4.179184
1.158,-0.167,3.857,-0.50789642,4.1781259
1.160,0.003,3.809,-0.50727743,4.1770611
1.162,0.074,3.780,-0.50665253,4.1759877
1.164,0.085,3.763,-0.5060212,4.1749067
1.166,-0.018,3.764,-0.50538266,4.1738167
1.168,-0.133,3.782,-0.5047363,4.1727176
1.170,-0.148,3.823,-0.50408149,4.1716089
1.172,-0.132,3.866,-0.50341749,4.1704903
1.174,-0.073,3.888,-0.50274366,4.1693606
1.176,-0.022,3.901,-0.50205934,4.1682205
1.178,-0.043,3.877,-0.50136387,4.1670685
1.180,-0.084,3.860,-0.5006566,4.1659045
1.182,-0.117,3.875,-0.49993682,4.1647286
1.184,-0.170,3.942,-0.49920392,4.1635394
1.186,-0.271,4.132,-0.49845716,4.1623373
1.188,-0.395,4.353,-0.49769595,4.1611209
1.190,-0.554,4.576,-0.4969196,4.1598907
1.192,-0.700,4.762,-0.49612746,4.1586456
1.194,-0.771,4.806,-0.4953188,4.1573853
1.196,-0.817,4.801,-0.49449301,4.1561098
1.198,-0.856,4.786,-0.49368769,4.1548109
1.200,-0.867,4.747,-0.49293974,4.153482
1.202,-0.842,4.698,-0.4922474,4.1521239
1.204,-0.774,4.639,-0.49160898,4.1507382
1.206,-0.702,4.557,-0.49102277,4.1493258
1.208,-0.663,4.391,-0.49048704,4.1478877
1.210,-0.624,4.216,-0.49000004,4.1464252
1.212,-0.606,4.095,-0.4895601,4.1449389
1.214,-0.585,4.016,-0.48916546,4.1434298
1.216,-0.510,4.044,-0.48881441,4.1418996
1.218,-0.426,4.086,-0.48850527,4.1403489
1.220,-0.359,4.052,-0.48823625,4.1387787
1.222,-0.298,3.997,-0.4880057,4.1371903
1.224,-0.240,3.953,-0.48781183,4.1355848
1.226,-0.183,3.908,-0.48765299,4.1339631
1.228,-0.098,3.856,-0.4875274,4.1323261
1.230,-0.035,3.797,-0.48743337,4.1306753
1.232,-0.009,3.699,-0.48736918,4.1290116
1.234,-0.063,3.612,-0.48733312,4.127336
1.236,-0.328,3.597,-0.48732343,4.125649
1.238,-0.637,3.623,-0.48733842,4.1239529
1.240,-0.906,3.670,-0.48737639,4.1222477
1.242,-1.141,3.775,-0.48743558,4.1205349
1.244,-1.234,4.015,-0.48751429,4.1188154
1.246,-1.269,4.281,-0.48761079,4.1170902
1.248,-1.304,4.527,-0.48772335,4.1153607
1.250,-1.325,4.733,-0.48785031,4.1136279
1.252,-1.349,4.806,-0.48798987,4.1118922
1.254,-1.365,4.796,-0.48814034,4.1101556
1.256,-1.375,4.696,-0.48830003,4.1084189
1.258,-1.343,4.557,-0.48846719,4.1066828
1.260,-1.212,4.394,-0.4886401,4.1049485
1.262,-1.039,4.244,-0.48881704,4.1032171
1.264,-0.827,4.199,-0.4889963,4.10149
1.266,-0.634,4.184,-0.48917615,4.0997677
1.268,-0.554,4.166,-0.48935488,4.0980515
1.270,-0.483,4.143,-0.48953077,4.0963426
1.272,-0.414,4.113,-0.48970211,4.0946417
1.274,-0.271,4.049,-0.48986712,4.0929503
1.276,-0.133,3.978,-0.49002418,4.091269
1.278,-0.045,3.898,-0.49017146,4.0895996
1.280,-0.017,3.845,-0.49030733,4.0879421
1.282,-0.106,3.882,-0.49043003,4.0862985
1.284,-0.222,3.953,-0.49053785,4.0846696
1.286,-0.318,4.057,-0.49062905,4.083056
1.288,-0.438,4.167,-0.49070194,4.0814595
1.290,-0.579,4.246,-0.49075478,4.0798802
1.292,-0.708,4.305,-0.49078587,4.07832
1.294,-0.825,4.327,-0.49079344,4.0767798
1.296,-0.923,4.322,-0.49077582,4.0752606
1.298,-0.970,4.274,-0.49073127,4.0737634
1.300,-0.974,4.227,-0.4906581,4.072289
1.302,-0.937,4.238,-0.49055454,4.0708389
1.304,-0.865,4.246,-0.49041891,4.0694141
1.306,-0.719,4.210,-0.49024945,4.0680156
1.308,-0.566,4.154,-0.4900445,4.0666442
1.310,-0.488,4.057,-0.4898023,4.0653014
1.312,-0.434,3.970,-0.48952112,4.0639882
1.314,-0.385,3.946,-0.48919925,4.062705
1.316,-0.362,3.963,-0.48883498,4.0614538
1.318,-0.372,4.041,-0.4884266,4.060235
1.320,-0.400,4.141,-0.48797235,4.0590496
1.322,-0.448,4.241,-0.48747054,4.0578995
1.324,-0.521,4.340,-0.48691946,4.0567846
1.326,-0.612,4.416,-0.48631737,4.055707
1.328,-0.724,4.458,-0.48566255,4.0546675
1.330,-0.894,4.442,-0.48494816,4.053638
1.332,-1.053,4.399,-0.48416993,4.0525918
1.334,-1.176,4.316,-0.48332977,4.0515294
1.336,-1.173,4.252,-0.48242974,4.0504513
1.338,-1.088,4.190,-0.48147181,4.0493584
1.340,-0.875,4.115,-0.48045796,4.0482516
1.342,-0.634,4.048,-0.4793902,4.0471311
1.344,-0.454,4.017,-0.47827056,4.0459976
1.346,-0.309,3.990,-0.47710097,4.0448518
1.348,-0.232,3.977,-0.47588348,4.043695
1.350,-0.184,3.945,-0.47462007,4.0425272
1.352,-0.156,3.816,-0.47331271,4.0413494
1.354,-0.158,3.667,-0.47196344,4.0401621
1.356,-0.207,3.526,-0.47057423,4.0389662
1.358,-0.250,3.429,-0.46914706,4.0377626
1.360,-0.217,3.470,-0.46768394,4.0365515
1.362,-0.180,3.576,-0.46618691,4.0353336
1.364,-0.161,3.726,-0.4646579,4.0341101
1.366,-0.166,3.879,-0.46309891,4.0328813
1.368,-0.262,3.972,-0.461512,4.0316482
1.370,-0.341,4.064,-0.4598991,4.0304108
1.372,-0.412,4.148,-0.45826223,4.0291705
1.374,-0.433,4.228,-0.45660341,4.0279279
1.376,-0.457,4.302,-0.45492458,4.0266833
1.378,-0.543,4.385,-0.45322779,4.0254378
1.380,-0.609,4.444,-0.45151499,4.0241919
1.382,-0.591,4.457,-0.44978821,4.0229464
1.384,-0.540,4.423,-0.44804943,4.0217018
1.386,-0.451,4.294,-0.44630066,4.0204587
1.388,-0.345,4.134,-0.44454387,4.0192184
1.390,-0.273,3.973,-0.44278109,4.0179811
1.392,-0.205,3.837,-0.44101429,4.0167475
1.394,-0.083,3.813,-0.43924546,4.0155182
1.396,0.026,3.816,-0.43747663,4.0142941
1.398,0.049,3.770,-0.43570977,4.0130758
1.400,0.031,3.734,-0.43394688,4.0118642
1.402,-0.036,3.697,-0.43218994,4.0106597
1.404,-0.072,3.798,-0.43044099,4.0094633
1.406,-0.133,3.950,-0.42870197,4.0082755
1.408,-0.264,4.151,-0.42697492,4.0070968
1.410,-0.414,4.336,-0.42526183,4.0059285
1.412,-0.604,4.404,-0.42356464,4.0047708
1.414,-0.785,4.415,-0.42188543,4.003624
1.416,-0.856,4.381,-0.42022616,4.0024896
1.418,-0.864,4.314,-0.41858882,4.001368
1.420,-0.834,4.215,-0.41697541,4.0002599
1.422,-0.784,4.103,-0.4153879,3.9991658
1.424,-0.716,4.001,-0.41382834,3.9980867
1.426,-0.629,3.899,-0.41229868,3.9970229
1.428,-0.503,3.839,-0.41080093,3.9959755
1.430,-0.364,3.767,-0.4093371,3.994945
1.432,-0.247,3.591,-0.40790915,3.993932
1.434,-0.170,3.418,-0.40651911,3.9929373
1.436,-0.165,3.320,-0.40516898,3.9919617
1.438,-0.192,3.263,-0.40386072,3.9910059
1.440,-0.248,3.299,-0.40259638,3.9900701
1.442,-0.324,3.366,-0.40137789,3.9891555
1.444,-0.392,3.341,-0.40020728,3.9882629
1.446,-0.500,3.343,-0.39908656,3.9873924
1.448,-0.742,3.495,-0.3980177,3.9865453
1.450,-0.955,3.714,-0.39700273,3.9857218
1.452,-0.993,4.034,-0.39604357,3.9849231
1.454,-0.970,4.348,-0.39514232,3.9841495
1.456,-0.863,4.530,-0.39430088,3.9834015
1.458,-0.731,4.624,-0.39352131,3.9826806
1.460,-0.708,4.585,-0.39280561,3.9819865
1.462,-0.683,4.485,-0.39215571,3.9813206
1.464,-0.536,4.334,-0.3915233,3.980679
1.466,-0.376,4.172,-0.39085957,3.980057
1.468,-0.288,4.052,-0.39016572,3.9794543
1.470,-0.253,4.001,-0.38944298,3.9788704
1.472,-0.232,3.967,-0.38869265,3.9783053
1.474,-0.150,3.927,-0.38791597,3.9777582
1.476,-0.067,3.883,-0.38711414,3.9772291
1.478,-0.009,3.805,-0.38628846,3.9767172
1.480,0.020,3.710,-0.38544017,3.9762228
1.482,-0.003,3.605,-0.38457048,3.975745
1.484,-0.039,3.505,-0.38368067,3.9752834
1.486,-0.067,3.411,-0.382772,3.9748378
1.488,-0.104,3.340,-0.38184568,3.9744079
1.490,-0.140,3.342,-0.38090298,3.9739933
1.492,-0.180,3.382,-0.37994513,3.9735937
1.494,-0.248,3.452,-0.37897342,3.9732084
1.496,-0.318,3.526,-0.37798905,3.9728372
1.498,-0.363,3.567,-0.3769933,3.9724801
1.500,-0.397,3.590,-0.37598738,3.9721363
1.502,-0.436,3.560,-0.37497258,3.9718053
1.504,-0.447,3.542,-0.37395012,3.9714873
1.506,-0.392,3.597,-0.37292129,3.9711814
1.508,-0.298,3.685,-0.37188727,3.9708874
1.510,-0.130,3.838,-0.37084934,3.9706051
1.512,0.025,3.981,-0.36980876,3.9703341
1.514,0.056,4.025,-0.36876678,3.9700737
1.516,0.040,4.029,-0.36772463,3.9698241
1.518,-0.024,3.974,-0.36668354,3.9695842
1.520,-0.095,3.904,-0.36564481,3.9693544
1.522,-0.095,3.858,-0.36460966,3.9691336
1.524,-0.109,3.858,-0.3635793,3.9689221
1.526,-0.226,3.975,-0.36255506,3.968719
1.528,-0.378,4.111,-0.36153811,3.9685242
1.530,-0.537,4.225,-0.36052972,3.9683375
1.532,-0.692,4.304,-0.35953116,3.9681582
1.534,-0.839,4.247,-0.35854369,3.9679859
1.536,-0.937,4.235,-0.3575685,3.9678206
1.538,-0.958,4.213,-0.35660687,3.9676616
1.540,-0.825,4.182,-0.35566008,3.9675086
1.542,-0.644,4.142,-0.35472932,3.9673615
1.544,-0.406,4.051,-0.35381585,3.9672194
1.546,-0.216,3.966,-0.35292095,3.9670825
1.548,-0.254,3.975,-0.35204583,3.9669499
1.550,-0.380,4.021,-0.35119179,3.9668217
1.552,-0.632,4.095,-0.35036001,3.9666975
1.554,-0.854,4.159,-0.34955177,3.9665763
1.556,-0.832,4.158,-0.34876835,3.9664586
1.558,-0.695,4.112,-0.34801093,3.9663434
1.560,-0.374,3.988,-0.3472808,3.9662306
1.562,-0.050,3.862,-0.34657922,3.96612
1.564,0.056,3.774,-0.34590742,3.9660108
1.566,0.083,3.742,-0.34526664,3.965903
1.568,0.072,3.855,-0.34465811,3.965796
1.570,0.014,4.009,-0.34408313,3.9656897
1.572,-0.117,4.175,-0.3435429,3.9655833
1.574,-0.242,4.327,-0.34303871,3.9654768
1.576,-0.282,4.383,-0.34257177,3.9653697
1.578,-0.295,4.386,-0.34214333,3.9652615
1.580,-0.240,4.341,-0.34175467,3.965152
1.582,-0.180,4.268,-0.34140703,3.9650412
1.584,-0.239,4.167,-0.34110162,3.9649279
1.586,-0.316,4.070,-0.34083971,3.9648123
1.588,-0.333,4.023,-0.34062257,3.964694
1.590,-0.335,4.001,-0.34045142,3.9645724
1.592,-0.336,4.016,-0.3403275,3.9644473
1.594,-0.329,4.043,-0.3402521,3.9643183
1.596,-0.326,4.063,-0.34023497,3.9642148
1.598,-0.296,4.072,-0.3402839,3.9641647
1.600,-0.186,4.067,-0.34039715,3.9641671
1.602,-0.051,3.990,-0.34057292,3.9642198
1.604,0.069,3.900,-0.34080949,3.9643219
1.606,0.093,3.815,-0.34110507,3.9644713
1.608,0.072,3.750,-0.3414579,3.9646668
1.610,0.022,3.754,-0.34186623,3.9649067
1.612,-0.049,3.791,-0.34232828,3.9651892
1.614,-0.165,3.861,-0.34284228,3.9655132
1.616,-0.267,3.933,-0.3434065,3.9658771
1.618,-0.270,3.985,-0.34401917,3.966279
1.620,-0.239,4.013,-0.34467849,3.9667177
1.622,-0.151,3.970,-0.34538275,3.9671915
1.624,-0.077,3.926,-0.34613013,3.9676986
1.626,-0.162,3.960,-0.34691891,3.9682379
1.628,-0.297,4.008,-0.34774733,3.9688075
1.630,-0.426,4.068,-0.34861359,3.9694061
1.632,-0.490,4.091,-0.34951597,3.970032
1.634,-0.373,3.989,-0.35045269,3.9706838
1.636,-0.205,3.846,-0.35142195,3.9713595
1.638,-0.034,3.708,-0.35242206,3.9720581
1.640,-0.014,3.666,-0.35345119,3.9727778
1.642,-0.053,3.679,-0.35450763,3.9735172
1.644,-0.091,3.748,-0.3555896,3.9742744
1.646,-0.141,3.869,-0.35669529,3.9750481
1.648,-0.196,4.092,-0.35782301,3.9758365
1.650,-0.260,4.309,-0.35897097,3.9766386
1.652,-0.360,4.427,-0.36013737,3.9774523
1.654,-0.455,4.481,-0.36132053,3.9782763
1.656,-0.496,4.398,-0.36251858,3.979109
1.658,-0.515,4.297,-0.36372983,3.9799488
1.660,-0.521,4.301,-0.36495253,3.9807942
1.662,-0.501,4.319,-0.36618486,3.9816437
1.664,-0.445,4.331,-0.36742511,3.9824958
1.666,-0.394,4.350,-0.36867148,3.9833486
1.668,-0.360,4.355,-0.36992219,3.9842007
1.670,-0.369,4.380,-0.37117556,3.9850507
1.672,-0.370,4.390,-0.37242973,3.9858971
1.674,-0.280,4.319,-0.37368301,3.9867382
1.676,-0.174,4.215,-0.3749336,3.9875722
1.678,-0.070,4.099,-0.37617975,3.9883981
1.680,-0.003,3.989,-0.37741968,3.9892139
1.682,-0.061,3.903,-0.37865165,3.9900184
1.684,-0.160,3.841,-0.3798739,3.9908094
1.686,-0.253,3.823,-0.38108465,3.9915862
1.688,-0.333,3.823,-0.38228214,3.9923468
1.690,-0.371,3.842,-0.3834646,3.9930897
1.692,-0.402,3.862,-0.38463029,3.993813
1.694,-0.441,3.823,-0.38577741,3.9945159
1.696,-0.509,3.799,-0.38690427,3.9951961
1.698,-0.625,3.837,-0.38800901,3.9958527
1.700,-0.729,3.923,-0.38908994,3.9964836
1.702,-0.842,4.147,-0.39014527,3.9970875
1.704,-0.922,4.362,-0.39117324,3.9976628
1.706,-0.849,4.425,-0.3921721,3.998208
1.708,-0.724,4.405,-0.39314005,3.9987216
1.710,-0.574,4.251,-0.39407536,3.9992018
1.712,-0.434,4.055,-0.39497626,3.9996471
1.714,-0.420,3.879,-0.395841,4.0000563
1.716,-0.450,3.731,-0.39666778,4.0004277
1.718,-0.480,3.658,-0.39745489,4.0007591
1.720,-0.496,3.651,-0.39820051,4.00105
1.722,-0.451,3.785,-0.39890292,4.0012984
1.724,-0.423,3.939,-0.39956033,4.001502
1.726,-0.493,4.009,-0.40017101,4.0016608
1.728,-0.544,4.036,-0.40073317,4.0017719
1.730,-0.498,3.940,-0.4012855,4.0018606
1.732,-0.436,3.841,-0.4018673,4.0019522
1.734,-0.328,3.819,-0.40247774,4.0020471
1.736,-0.296,3.977,-0.40311596,4.0021443
1.738,-0.320,4.164,-0.40378106,4.002244
1.740,-0.431,4.304,-0.40447226,4.0023456
1.742,-0.522,4.409,-0.40518865,4.0024495
1.744,-0.505,4.382,-0.40592942,4.0025549
1.746,-0.473,4.296,-0.4066937,4.0026622
1.748,-0.445,4.224,-0.40748066,4.0027704
1.750,-0.433,4.150,-0.4082894,4.0028801
1.752,-0.525,4.054,-0.40911913,4.0029902
1.754,-0.595,3.918,-0.40996894,4.0031009
1.756,-0.484,3.715,-0.41083804,4.003212
1.758,-0.359,3.523,-0.41172552,4.0033231
1.760,-0.344,3.372,-0.41263056,4.0034347
1.762,-0.342,3.282,-0.41355231,4.0035453
1.764,-0.331,3.358,-0.4144899,4.0036554
1.766,-0.319,3.476,-0.4154425,4.0037651
1.768,-0.247,3.548,-0.41640925,4.0038738
1.770,-0.183,3.604,-0.4173893,4.0039811
1.772,-0.220,3.624,-0.41838181,4.004087
1.774,-0.291,3.628,-0.41938591,4.0041909
1.776,-0.355,3.584,-0.42040077,4.004293
1.778,-0.435,3.563,-0.42142549,4.0043931
1.780,-0.554,3.650,-0.42245927,4.0044909
1.782,-0.663,3.773,-0.42350125,4.0045857
1.784,-0.719,3.923,-0.42455056,4.0046782
1.786,-0.782,4.090,-0.42560634,4.0047674
1.788,-0.906,4.269,-0.42666778,4.0048532
1.790,-0.981,4.410,-0.42773402,4.0049357
1.792,-0.894,4.470,-0.42880416,4.0050139
1.794,-0.787,4.471,-0.42987743,4.0050888
1.796,-0.693,4.328,-0.43095291,4.0051594
1.798,-0.652,4.151,-0.43202975,4.0052252
1.800,-0.897,4.020,-0.43310714,4.0052867
1.802,-1.001,3.989,-0.43418422,4.005343
1.804,-1.012,3.986,-0.43526012,4.0053945
1.806,-0.747,3.998,-0.43633398,4.0054402
1.808,-0.454,4.002,-0.43740499,4.0054808
1.810,-0.284,3.911,-0.43847224,4.0055156
1.812,-0.226,3.817,-0.43953493,4.0055442
1.814,-0.477,3.791,-0.4405922,4.0055666
1.816,-0.764,3.795,-0.44164321,4.0055823
1.818,-0.903,3.850,-0.44268706,4.0055914
1.820,-0.953,3.909,-0.44372293,4.0055938
1.822,-0.782,3.876,-0.44474998,4.0055885
1.824,-0.544,3.864,-0.44576734,4.0055761
1.826,-0.332,4.001,-0.44677415,4.0055561
1.828,-0.188,4.133,-0.44776958,4.0055285
1.830,-0.241,4.143,-0.44875279,4.0054922
1.832,-0.345,4.139,-0.44972289,4.0054483
1.834,-0.438,4.109,-0.45067906,4.0053954
1.836,-0.519,4.101,-0.45162043,4.0053339
1.838,-0.482,4.298,-0.45254615,4.0052633
1.840,-0.444,4.498,-0.45345539,4.0051837
1.842,-0.552,4.502,-0.45434728,4.0050945
1.844,-0.645,4.434,-0.45522097,4.0049953
1.846,-0.596,4.296,-0.45607564,4.0048866
1.848,-0.499,4.148,-0.45691037,4.0047679
1.850,-0.334,4.071,-0.45772436,4.0046382
1.852,-0.187,4.014,-0.45851678,4.0044985
1.854,-0.211,3.959,-0.45928669,4.0043478
1.856,-0.269,3.937,-0.46003333,4.0041862
1.858,-0.276,4.010,-0.46075583,4.0040131
1.860,-0.272,4.097,-0.46145329,4.0038285
1.862,-0.249,4.157,-0.46213078,4.0036383
1.864,-0.209,4.185,-0.46279421,4.0034485
1.866,-0.162,4.097,-0.46344393,4.0032592
1.868,-0.087,4.023,-0.46408036,4.0030694
1.870,-0.016,3.956,-0.46470395,4.0028796
1.872,0.022,3.966,-0.46531504,4.0026898
1.874,0.041,3.982,-0.46591407,4.0024991
1.876,0.071,3.944,-0.46650144,4.0023079
1.878,0.057,3.897,-0.46707758,4.0021157
1.880,-0.126,3.856,-0.46764287,4.0019226
1.882,-0.338,3.818,-0.46819773,4.0017281
1.884,-0.503,3.797,-0.46874255,4.0015321
1.886,-0.616,3.779,-0.46927777,4.0013342
1.888,-0.544,3.739,-0.46980375,4.0011344
1.890,-0.419,3.707,-0.47032091,4.0009332
1.892,-0.352,3.700,-0.4708297,4.0007291
1.894,-0.337,3.722,-0.47133046,4.0005231
1.896,-0.409,3.812,-0.47182363,4.0003142
1.898,-0.486,3.927,-0.47230965,4.0001025
1.900,-0.541,4.041,-0.47278887,3.9998882
1.902,-0.576,4.180,-0.47326171,3.9996705
1.904,-0.597,4.307,-0.4737286,3.9994495
1.906,-0.605,4.391,-0.47418991,3.9992249
1.908,-0.626,4.429,-0.47464609,3.9989967
1.910,-0.710,4.357,-0.47509751,3.9987645
1.912,-0.774,4.259,-0.47554457,3.9985282
1.914,-0.753,4.225,-0.47598773,3.9982879
1.916,-0.701,4.204,-0.47642735,3.9980428
1.918,-0.605,4.180,-0.47686386,3.9977932
1.920,-0.498,4.154,-0.47729766,3.9975388
1.922,-0.445,4.115,-0.47772914,3.9972794
1.924,-0.411,4.068,-0.47815871,3.9970148
1.926,-0.342,4.028,-0.47858679,3.9967449
1.928,-0.293,3.985,-0.4790138,3.9964693
1.930,-0.304,3.890,-0.47944012,3.9961879
1.932,-0.361,3.793,-0.47986615,3.9959006
1.934,-0.499,3.736,-0.48029232,3.9956071
1.936,-0.698,3.756,-0.48071903,3.9953074
1.938,-0.858,3.796,-0.48114669,3.9950011
1.940,-0.862,3.810,-0.4815757,3.9946883
1.942,-0.824,3.842,-0.48200646,3.9943683
1.944,-0.700,3.917,-0.48243937,3.9940414
1.946,-0.581,4.018,-0.48287487,3.9937072
1.948,-0.652,4.196,-0.48331332,3.9933658
1.950,-0.760,4.338,-0.48375517,3.9930165
1.952,-0.823,4.295,-0.48420084,3.9926593
1.954,-0.865,4.197,-0.48465067,3.9922943
1.956,-0.861,4.081,-0.4851051,3.9919212
1.958,-0.807,3.976,-0.48556453,3.9915397
1.960,-0.679,3.981,-0.48602939,3.9911494
1.962,-0.517,4.001,-0.48650008,3.9907506
1.964,-0.276,3.983,-0.48697698,3.9903429
1.966,-0.054,3.940,-0.48746052,3.9899259
1.968,0.025,3.834,-0.4879511,3.9894996
1.970,0.011,3.721,-0.48844913,3.9890637
1.972,-0.131,3.625,-0.48895502,3.9886184
1.974,-0.355,3.564,-0.48946917,3.9881632
1.976,-0.658,3.599,-0.48999196,3.9876978
1.978,-0.952,3.678,-0.49052384,3.9872222
1.980,-1.181,3.772,-0.4910652,3.9867363
1.982,-1.340,3.901,-0.49161646,3.9862397
1.984,-1.302,4.115,-0.49217799,3.9857323
1.986,-1.168,4.306,-0.49275023,3.985214
1.988,-0.987,4.400,-0.49333355,3.9846845
1.990,-0.777,4.433,-0.4939284,3.9841435
1.992,-0.569,4.324,-0.49453518,3.9835911
1.994,-0.387,4.185,-0.49515426,3.983027
1.996,-0.287,4.143,-0.49578303,3.9824414
1.998,-0.223,4.124,-0.49641839,3.9818258
2.000,-0.186,4.109,-0.49706003,3.9811807
2.002,-0.176,4.071,-0.49770766,3.9805074
2.004,-0.211,4.025,-0.49836105,3.9798064
2.006,-0.322,3.960,-0.49901983,3.9790788
2.008,-0.450,3.910,-0.49968374,3.9783251
2.010,-0.614,3.940,-0.5003525,3.9775465
2.012,-0.714,3.964,-0.5010258,3.9767439
2.014,-0.560,3.914,-0.50170338,3.9759181
2.016,-0.344,3.838,-0.50238496,3.9750698
2.018,-0.144,3.711,-0.50307018,3.9742
2.020,0.015,3.591,-0.50375885,3.9733095
2.022,-0.033,3.545,-0.50445062,3.9723992
2.024,-0.138,3.537,-0.50514519,3.9714699
2.026,-0.202,3.568,-0.50584227,3.9705226
2.028,-0.229,3.633,-0.50654167,3.9695582
2.030,-0.141,3.735,-0.50724292,3.9685776
2.032,-0.035,3.846,-0.5079459,3.9675813
2.034,0.033,3.961,-0.50865024,3.9665704
2.036,0.077,4.058,-0.50935566,3.9655459
2.038,0.070,4.097,-0.51006192,3.9645085
2.040,0.037,4.080,-0.51076865,3.963459
2.042,-0.041,3.952,-0.51147556,3.9623985
2.044,-0.143,3.813,-0.51218241,3.9613278
2.046,-0.271,3.746,-0.51288897,3.9602475
2.048,-0.360,3.705,-0.51359481,3.9591587
2.050,-0.290,3.700,-0.51429975,3.9580624
2.052,-0.195,3.708,-0.51500344,3.956959
2.054,-0.130,3.676,-0.51570559,3.9558499
2.056,-0.135,3.678,-0.516406,3.9547358
2.058,-0.373,3.805,-0.51710427,3.9536171
2.060,-0.613,3.966,-0.51780015,3.9524953
2.062,-0.660,4.127,-0.51849335,3.9513712
2.064,-0.677,4.279,-0.51918358,3.9502451
2.066,-0.668,4.380,-0.51987058,3.9491186
2.068,-0.714,4.475,-0.52055401,3.9479921
2.070,-0.778,4.537,-0.52123362,3.9468665
2.072,-0.859,4.510,-0.52190912,3.9457428
2.074,-0.901,4.451,-0.52258021,3.9446218
2.076,-0.823,4.388,-0.52324665,3.9435046
2.078,-0.735,4.325,-0.52390802,3.9423916
2.080,-0.700,4.304,-0.52456415,3.9412839
2.082,-0.687,4.289,-0.52521467,3.9401824
2.084,-0.751,4.254,-0.52585942,3.9390881
2.086,-0.781,4.189,-0.52649796,3.9380016
2.088,-0.639,4.062,-0.52713007,3.936924
2.090,-0.472,3.935,-0.52775544,3.9358559
2.092,-0.343,3.857,-0.52837384,3.9347982
2.094,-0.248,3.785,-0.5289849,3.9337521
2.096,-0.264,3.703,-0.5295884,3.9327183
2.098,-0.306,3.633,-0.53018403,3.9316974
2.100,-0.325,3.557,-0.53077143,3.9306905
2.102,-0.351,3.525,-0.53135043,3.9296985
2.104,-0.381,3.641,-0.53192061,3.9287221
2.106,-0.408,3.779,-0.53248185,3.9277623
2.108,-0.438,3.859,-0.53303367,3.92682
2.110,-0.454,3.907,-0.53357595,3.9258959
2.112,-0.435,3.875,-0.53410828,3.9249911
2.114,-0.409,3.818,-0.53463042,3.9241061
2.116,-0.347,3.780,-0.53514206,3.9232421
2.118,-0.308,3.756,-0.53564298,3.9224
2.120,-0.439,3.759,-0.53613281,3.9215806
2.122,-0.588,3.787,-0.53661126,3.9207845
2.124,-0.625,3.882,-0.53707808,3.9200127
2.126,-0.615,3.975,-0.53753299,3.9192662
2.128,-0.516,4.035,-0.53799194,3.9185228
2.130,-0.408,4.040,-0.53847063,3.9177601
2.132,-0.391,3.930,-0.53896827,3.9169791
2.134,-0.403,3.682,-0.53948426,3.9161801
2.136,-0.414,3.432,-0.5400179,3.9153638
